name,count,changed,beforeNorm,afterNorm,deltaNorm,maxAbsDelta,beforeFinite,afterFinite
roberta.encoder.layer.3.output.dense.weight,2359296,2359188,72.56595832443342,72.56598375223848,0.049620664292566584,0.0001003490760922432,True,True
roberta.encoder.layer.4.attention.output.LayerNorm.bias,768,768,2.7864404396904234,2.7862137960992435,0.0013341739436786705,9.479373693466187e-05,True,True
roberta.encoder.layer.4.attention.output.LayerNorm.weight,768,768,22.849669156765597,22.849703133424363,0.0009385824227337914,9.28640365600586e-05,True,True
roberta.encoder.layer.4.attention.output.dense.bias,768,768,2.061644648644184,2.061620130035724,0.0013219198515815316,9.440630674362183e-05,True,True
roberta.encoder.layer.4.attention.output.dense.weight,589824,589798,32.409353336329815,32.40938158178276,0.025659741475341488,9.949132800102234e-05,True,True
roberta.encoder.layer.4.attention.self.key.bias,768,768,0.06468997547457042,0.06468991027396068,1.110763206463111e-06,2.1606683731079102e-07,True,True
roberta.encoder.layer.4.attention.self.key.weight,589824,589767,53.997849245365096,53.99790658850277,0.0161113228927167,9.223818778991699e-05,True,True
roberta.encoder.layer.4.attention.self.query.bias,768,768,3.722548063160581,3.72267899662488,0.0008685935974321234,9.036064147949219e-05,True,True
roberta.encoder.layer.4.attention.self.query.weight,589824,589775,56.017400449902794,56.017513386721006,0.016672114019882986,9.630993008613586e-05,True,True
roberta.encoder.layer.4.attention.self.value.bias,768,768,0.6818331115401554,0.6819122407301884,0.0012725418001490586,9.277090430259705e-05,True,True
roberta.encoder.layer.4.attention.self.value.weight,589824,589799,36.775342675430956,36.77537006588619,0.02345772034832918,9.604915976524353e-05,True,True
roberta.encoder.layer.4.intermediate.dense.bias,3072,3072,6.560173552060223,6.5600672558630535,0.001990668186723904,9.903032332658768e-05,True,True
roberta.encoder.layer.4.intermediate.dense.weight,2359296,2359149,87.26926475029698,87.26905865076142,0.03887078556101146,0.00010065827518701553,True,True
roberta.encoder.layer.4.output.LayerNorm.bias,768,768,1.6848988733153967,1.6847787781680343,0.0013410987984509245,9.610503911972046e-05,True,True
roberta.encoder.layer.4.output.LayerNorm.weight,768,767,20.39726068545145,20.397305031704608,0.000996427304972335,9.459257125854492e-05,True,True
roberta.encoder.layer.4.output.dense.bias,768,768,2.1334576220275254,2.133434202634262,0.0013644009958482318,9.511411190032959e-05,True,True
roberta.encoder.layer.4.output.dense.weight,2359296,2359222,67.40205739369279,67.40218093954266,0.05327838762464232,0.00010146223939955235,True,True
roberta.encoder.layer.5.attention.output.LayerNorm.bias,768,768,2.4127048155446715,2.4129427701379464,0.0014473094381966386,9.667128324508667e-05,True,True
roberta.encoder.layer.5.attention.output.LayerNorm.weight,768,767,23.125454368924327,23.125517285118953,0.0010951215610303458,9.60230827331543e-05,True,True
roberta.encoder.layer.5.attention.output.dense.bias,768,768,1.9258606063025805,1.925873693145337,0.0014209033116970202,9.692041203379631e-05,True,True
roberta.encoder.layer.5.attention.output.dense.weight,589824,589813,34.02118306142502,34.02128437887221,0.03031086107670966,0.0001025758683681488,True,True
roberta.encoder.layer.5.attention.self.key.bias,768,767,0.12485285485447627,0.12485275019100261,1.100970050886989e-06,2.421438694000244e-07,True,True
roberta.encoder.layer.5.attention.self.key.weight,589824,589786,50.96595486901131,50.966058855947885,0.017318579950587054,8.477643132209778e-05,True,True
roberta.encoder.layer.5.attention.self.query.bias,768,768,3.5024748926535554,3.5024787687957457,0.0008128385711813634,7.609091699123383e-05,True,True
